41,425,489,35,163,291,419,125,124,44,172,300,428,316,432,244,73,75,46,47,363,444,445,446,236,364,248,456,208,256,257
	0fff,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	070e,	0712,	0712,	0714,	0000,	05e5,	00a8,	0048,	0040,	00a8,	04f4,	0108,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0014,,
	0fff,	0001,	0001,	0ce6,	0ce6,	0ce6,	0ce6,	022e,	057c,	0712,	0714,	0714,	0714,	0000,	05e5,	00b0,	0048,	0040,	00a8,	059c,	0188,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0010,,
	0001,	0001,	0001,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0716,	0716,	0716,	0716,	0000,	05e9,	00b8,	0048,	0040,	00ac,	063c,	0180,	0000,	0000,	0004,	0709,	0708,	09a0,	0c00,	0010,,
	0001,	0000,	0001,	0cea,	0cea,	0cea,	0cea,	022e,	057c,	0714,	0716,	0714,	0716,	0000,	05e9,	00b8,	0048,	0044,	00ac,	06ec,	0178,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0010,,
	0000,	0000,	0000,	0cea,	0cea,	0cea,	0ce6,	018a,	057c,	0716,	0716,	0716,	0716,	0000,	05ed,	00b8,	0048,	0044,	00ac,	0794,	0160,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0010,,
	0000,	0000,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	022e,	057c,	0716,	0714,	0714,	0714,	0000,	05ed,	00b8,	0048,	0044,	00b0,	003c,	0170,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	000c,,
	0000,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0716,	0716,	0716,	0714,	0000,	05ed,	00c0,	0048,	0040,	00b0,	00f0,	0138,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	000c,,
	0fff,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	022e,	057c,	0714,	0714,	0714,	0714,	0000,	05ed,	00c0,	0048,	0040,	00b0,	0198,	00f8,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	000c,,
	0fff,	0000,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0714,	0714,	0714,	0712,	0000,	05ed,	00c0,	0048,	0040,	00b4,	0240,	0110,	0000,	0000,	0004,	0709,	0708,	09a0,	0490,	0008,,
	0fff,	0fff,	0fff,	0ce6,	0cea,	0cea,	0cea,	022e,	057c,	0712,	0712,	0712,	0712,	0000,	05ed,	00c0,	0048,	0040,	00b4,	02f4,	0190,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0008,,
	0fff,	0fff,	0fff,	0cea,	0cea,	0cea,	0cea,	018a,	057c,	0712,	0712,	0712,	0712,	0000,	05f1,	00c0,	0048,	0040,	00b4,	03a0,	0170,	0004,	0000,	0004,	0709,	0708,	09a0,	0c00,	0008,,
	0fff,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	022e,	057c,	0712,	0712,	0712,	0712,	0000,	05f1,	00c8,	0048,	0040,	00b8,	0448,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0004,,
	0fff,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0712,	0712,	0712,	0712,	0000,	05f1,	00c8,	0048,	0040,	00b8,	04f8,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0004,,
	0000,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	022e,	057c,	0714,	0714,	0714,	0714,	0000,	05f5,	00d0,	0048,	0040,	00b8,	05a8,	0180,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0000,,
	0000,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0714,	0712,	0712,	0712,	0000,	05f5,	00d0,	0048,	0040,	00bc,	0654,	0180,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0000,,
	0000,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	022e,	057c,	0712,	0712,	0712,	0710,	0000,	05f5,	00d0,	0048,	0040,	00bc,	06fc,	0178,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0000,,
	0fff,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0710,	0710,	0710,	0710,	0000,	05f5,	00c8,	0048,	0040,	00bc,	07b0,	0190,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0ffc,,
	0fff,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	022e,	057c,	0710,	0710,	0710,	0710,	0000,	05f9,	00d0,	0048,	0040,	00c0,	0058,	0118,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0ffc,,
	0fff,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0710,	0710,	0710,	0712,	0000,	05f9,	00d0,	0048,	0040,	00c0,	0100,	0178,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0ffc,,
	0000,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	022a,	057c,	0712,	0712,	0712,	0712,	0000,	05f9,	00d0,	0048,	0040,	00c0,	01b4,	0130,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0ff8,,
	0000,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0712,	0712,	0712,	0712,	0000,	05fd,	00d8,	0048,	0040,	00c4,	025c,	0160,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0ff8,,
	0000,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	022a,	057c,	0712,	0712,	0712,	0712,	0000,	05fd,	00d8,	0048,	0040,	00c4,	0304,	0160,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0ff4,,
	0000,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0712,	0712,	0710,	0710,	0000,	05fd,	00d8,	0048,	0040,	00c4,	03b8,	0128,	0004,	0000,	0004,	0709,	0708,	09a0,	0c00,	0ff4,,
	0000,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	022e,	057c,	0712,	0712,	0712,	0710,	0000,	05fd,	00d8,	0048,	0040,	00c8,	0464,	0138,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0ff0,,
	0fff,	0000,	0000,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0710,	0712,	0712,	0712,	0000,	0601,	00d8,	0048,	0040,	00c8,	050c,	0168,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0ff0,,
	0000,	0000,	0000,	0ce6,	0ce6,	0ce2,	0ce2,	022a,	057c,	0712,	0710,	0710,	0710,	0000,	0601,	00d8,	0048,	0040,	00c8,	05b8,	0168,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0ff0,,
	0000,	0000,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0712,	0712,	0710,	0710,	0000,	0601,	00e0,	0048,	0040,	00cc,	0670,	0140,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fec,,
	0fff,	0000,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	022a,	057c,	0710,	0710,	0710,	0712,	0000,	0605,	00e0,	0048,	0040,	00cc,	0718,	0150,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0fec,,
	0000,	0000,	0000,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0712,	0712,	0710,	0710,	0000,	0605,	00e0,	0048,	0040,	00cc,	07c4,	0130,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0fe8,,
	0000,	0000,	0000,	0ce2,	0ce2,	0ce2,	0ce2,	022a,	057c,	0710,	0710,	0710,	0710,	0000,	0605,	00e0,	0048,	0040,	00d0,	0080,	0150,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0fe8,,
	0000,	0000,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0710,	0710,	0710,	0710,	0000,	0605,	00e0,	0048,	0040,	00d0,	0128,	0138,	0004,	0000,	0004,	0709,	0708,	09a0,	0c00,	0fe8,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	022a,	057c,	0710,	0710,	0710,	0710,	0000,	0609,	00e8,	0048,	0040,	00d0,	01d4,	0130,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fe4,,
	0fff,	0000,	0000,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0710,	0710,	0710,	0710,	0000,	0609,	00e8,	0048,	0040,	00d4,	028c,	0158,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0fe4,,
	0000,	0000,	0000,	0ce2,	0ce2,	0ce2,	0ce2,	022a,	057c,	070e,	0710,	070e,	0710,	0000,	0609,	00e8,	0048,	0040,	00d4,	033c,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	0d76,	0fe0,,
	0000,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	070e,	070e,	070e,	070e,	0000,	0609,	00e8,	0048,	0040,	00d4,	03e4,	00e8,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fe0,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	022a,	057c,	070e,	070e,	070e,	070e,	0000,	0609,	00e8,	0048,	0040,	00d8,	049c,	0118,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fe0,,
	0000,	0000,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	070e,	070e,	070e,	070e,	0000,	060d,	00e8,	0048,	0040,	00d8,	0548,	0148,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0fdc,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	022a,	057c,	070e,	070c,	070c,	070c,	0000,	060d,	00e8,	0048,	0040,	00d8,	05f4,	0108,	0004,	0000,	0004,	0709,	0708,	09a0,	041f,	0fdc,,
	0fff,	0000,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	070c,	070c,	070c,	070c,	0000,	060d,	00f0,	0048,	0040,	00dc,	06a4,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	0c00,	0fd8,,
	0000,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	022a,	057c,	070c,	070c,	070a,	070a,	0000,	060d,	00f0,	0048,	0040,	00dc,	075c,	0100,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0fd4,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	070a,	070a,	070a,	070a,	0000,	060d,	00f0,	0048,	0040,	00e0,	0008,	0140,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0fd4,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	022a,	057c,	070a,	070a,	070a,	070a,	0000,	060d,	00f0,	0048,	0040,	00e0,	00b4,	0108,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0fd4,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0cde,	018a,	057c,	070a,	0708,	0708,	0708,	0000,	060d,	00f0,	0048,	0040,	00e0,	016c,	0120,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fd0,,
	0fff,	0fff,	0fff,	0cde,	0cde,	0cde,	0cde,	022a,	057c,	0708,	0708,	0708,	0706,	0000,	060d,	00f0,	0048,	0040,	00e4,	0218,	0140,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fd0,,
	0fff,	0fff,	0fff,	0cde,	0cde,	0cde,	0cde,	018a,	057c,	0708,	0706,	0706,	0708,	0000,	0611,	00e8,	0048,	0040,	00e4,	02c0,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0fcc,,
	0fff,	0fff,	0fff,	0cde,	0cde,	0cde,	0ce2,	022a,	057c,	0706,	0706,	0706,	0706,	0000,	0611,	00e8,	0048,	0040,	00e4,	0370,	0118,	0004,	0000,	0004,	0709,	0708,	09a0,	001e,	0fcc,,
	0000,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0706,	0706,	0706,	0706,	0000,	0611,	00e8,	0048,	0040,	00e8,	0418,	0118,	0004,	0000,	0004,	0709,	0708,	09a0,	0c00,	0fc8,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	022a,	057c,	0706,	0706,	0706,	0706,	0000,	0615,	00e8,	004c,	0044,	00e8,	04c0,	0138,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fc8,,
	0fff,	0000,	0000,	0ce2,	0ce2,	0cde,	0cde,	018a,	057c,	0706,	0706,	0706,	0706,	0000,	0615,	00e8,	004c,	0044,	00e8,	0570,	0160,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0fc4,,
	0000,	0000,	0000,	0cde,	0cde,	0ce2,	0ce2,	0226,	057c,	0706,	0706,	0706,	0706,	0000,	0615,	00e8,	0048,	0040,	00ec,	0614,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	03fb,	0fc4,,
	0000,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0706,	0706,	0708,	0706,	0000,	0619,	00e8,	004c,	0044,	00ec,	06bc,	0140,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fc4,,
	0fff,	0000,	0000,	0ce2,	0ce2,	0cde,	0cde,	022a,	057c,	0706,	0706,	0706,	0706,	0000,	0619,	00e8,	004c,	0044,	00ec,	0764,	00a0,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fc0,,
	0000,	0000,	0000,	0cde,	0cde,	0cde,	0cde,	018a,	057c,	0706,	0706,	0706,	0706,	0000,	0619,	00e8,	0048,	0044,	00f0,	0014,	0108,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0fc0,,
	0000,	0fff,	0fff,	0cde,	0cde,	0cde,	0cde,	0226,	057c,	0706,	0706,	0706,	0706,	0000,	0619,	00e8,	004c,	0044,	00f0,	00bc,	0138,	0000,	0000,	0004,	0709,	0708,	09a0,	0778,	0fbc,,
	0fff,	0fff,	0fff,	0cde,	0cde,	0cde,	0cde,	018a,	057c,	0706,	0704,	0704,	0706,	0000,	0619,	00e0,	004c,	0044,	00f0,	0160,	0128,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fbc,,
	0fff,	0000,	0000,	0cde,	0cde,	0cde,	0cde,	022a,	057c,	0704,	0704,	0704,	0704,	0000,	0619,	00e0,	004c,	0044,	00f4,	0210,	0158,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fb8,,
	0fff,	0fff,	0fff,	0cde,	0cde,	0cde,	0cde,	018a,	057c,	0702,	0702,	0702,	0702,	0000,	0619,	00e0,	004c,	0044,	00f4,	02b8,	0088,	0000,	0000,	0004,	0709,	0708,	09a0,	0490,	0fb8,,
	0fff,	0fff,	0fff,	0cde,	0cde,	0cde,	0cde,	022a,	057c,	0702,	0702,	0702,	0702,	0000,	061d,	00e0,	004c,	0044,	00f4,	035c,	0128,	0004,	0000,	0004,	0709,	0708,	09a0,	0040,	0fb8,,
	0fff,	0fff,	0fff,	0cde,	0cde,	0cde,	0cde,	018a,	057c,	0702,	0702,	0702,	0702,	0000,	061d,	00e0,	004c,	0044,	00f8,	040c,	0108,	0004,	0000,	0004,	0709,	0708,	09a0,	0c00,	0fb4,,
	0000,	0000,	0000,	0cde,	0cde,	0cde,	0cde,	0226,	057c,	0704,	0702,	0704,	0704,	0000,	0621,	00e0,	004c,	0044,	00f8,	04ac,	0128,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0fb4,,
	0000,	0fff,	0fff,	0cde,	0cde,	0cde,	0cde,	018a,	057c,	0704,	0704,	0702,	0704,	0000,	0621,	00e0,	004c,	0040,	00f8,	0550,	0158,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0fb0,,
	0fff,	0000,	0000,	0cde,	0cde,	0cde,	0cde,	0226,	057c,	0704,	0704,	0704,	0704,	0000,	0621,	00e0,	004c,	0044,	00f8,	05fc,	0128,	0004,	0000,	0004,	0709,	0708,	09a0,	0040,	0fb0,,
	0000,	0000,	0000,	0cde,	0cde,	0cde,	0cde,	018a,	057c,	0704,	0704,	0702,	0702,	0000,	0621,	00e0,	004c,	0044,	00fc,	069c,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fb0,,
	0000,	0fff,	0fff,	0cde,	0cde,	0cde,	0ce2,	0226,	057c,	0702,	0702,	0702,	0702,	0000,	0621,	00d8,	004c,	0044,	00fc,	073c,	0138,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fac,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0700,	0700,	0700,	0700,	0000,	0621,	00d0,	004c,	0044,	00fc,	07dc,	0148,	0000,	0ffe,	0004,	0709,	0708,	09a0,	0490,	0fa8,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	0226,	057c,	06fe,	06fe,	06fe,	06fe,	0000,	0621,	00d0,	004c,	0044,	0100,	0088,	0120,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fa8,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	06fe,	06fe,	06fe,	06fc,	0000,	0621,	00c8,	004c,	0044,	0100,	0124,	0118,	0004,	0000,	0004,	0709,	0708,	09a0,	0c00,	0fa8,,
	0fff,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	0226,	057c,	06fe,	06fc,	06fe,	06fe,	0000,	0625,	00c8,	004c,	0044,	0100,	01c4,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fa4,,
	0ffe,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	06fe,	0700,	0700,	0700,	0000,	0625,	00c8,	004c,	0044,	0104,	0268,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0fa4,,
	0fff,	0000,	0000,	0ce2,	0ce2,	0ce2,	0ce2,	0226,	057c,	06fe,	0700,	0700,	0700,	0000,	0629,	00c8,	004c,	0044,	0104,	0300,	0130,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0fa0,,
	0000,	0000,	0000,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0700,	06fe,	06fc,	06fa,	0000,	0625,	00c0,	004c,	0044,	0104,	0398,	0128,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0fa0,,
	0000,	0ffe,	0ffe,	0ce2,	0ce2,	0ce2,	0ce2,	0226,	057c,	06fa,	06fa,	06f8,	06f8,	0000,	0621,	00b8,	004c,	0044,	0108,	043c,	0008,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0fa0,,
	0ffe,	0ffd,	0ffd,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	06f6,	06f6,	06f4,	06f4,	0000,	0621,	00a8,	004c,	0044,	0108,	04d4,	0008,	0000,	0000,	0004,	0709,	0708,	09a0,	0490,	0fa0,,
	0ffd,	0ffe,	0ffe,	0ce2,	0ce2,	0ce2,	0ce2,	0226,	057c,	06f2,	06f2,	06f2,	06f2,	0000,	0621,	00a0,	004c,	0044,	0108,	0568,	0040,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0f9c,,
	0ffe,	0ffd,	0ffd,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	06f0,	06f0,	06f2,	06f2,	0000,	0621,	00a0,	004c,	0044,	010c,	0604,	0168,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0f9c,,
	0ffd,	0ffe,	0ffe,	0ce2,	0ce2,	0ce2,	0ce2,	0222,	057c,	06f4,	06f4,	06f6,	06f8,	0000,	0625,	00a0,	004c,	0044,	010c,	0694,	0140,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0f9c,,
	0ffe,	0000,	0000,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	06f8,	06fa,	06fa,	06fa,	0000,	0629,	00a8,	004c,	0044,	010c,	0724,	0150,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0f9c,,
	0001,	0001,	0002,	0ce2,	0ce2,	0ce2,	0ce2,	0222,	057c,	06fc,	06fc,	06fc,	06fc,	0000,	062d,	00a8,	004c,	0044,	010c,	07b4,	0130,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0f98,,
	0001,	0001,	0001,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	06fc,	06fa,	06fa,	06fa,	0000,	062d,	0098,	0048,	0044,	0110,	004c,	0140,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0f98,,
	0001,	0fff,	0ffe,	0ce2,	0ce2,	0ce2,	0ce2,	0222,	057c,	06fa,	06fa,	06fa,	06fc,	0000,	0631,	0098,	004c,	0044,	0110,	00d8,	0140,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0f98,,
	0ffe,	0fff,	0fff,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	06fc,	06fe,	06fe,	06fe,	0000,	0631,	0098,	0050,	0048,	0110,	0160,	00d0,	0000,	0ffe,	0004,	0709,	0708,	09a0,	0490,	0f94,,
	0fff,	0000,	0000,	0ce2,	0ce2,	0ce2,	0ce2,	0222,	057c,	0700,	0702,	0704,	0704,	0000,	0639,	00a0,	0050,	0048,	0110,	01f4,	0128,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0f94,,
	0000,	0001,	0001,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0704,	0704,	0706,	0708,	0000,	063d,	00a0,	0050,	0044,	0114,	0280,	0080,	0000,	0000,	0004,	0709,	0708,	09a0,	0c00,	0f94,,
	0002,	0002,	0002,	0ce2,	0ce2,	0ce2,	0ce2,	0222,	057c,	070a,	070a,	0710,	0712,	0000,	0645,	00a8,	0050,	0044,	0114,	030c,	0108,	0000,	0ffe,	0004,	0709,	0708,	09a0,	0000,	0f94,,
	0002,	0003,	0003,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	0716,	0716,	0714,	0716,	0000,	064d,	00b8,	0050,	0048,	0114,	03a4,	0110,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0f94,,
	0003,	0004,	0003,	0ce2,	0ce2,	0ce2,	0ce2,	0222,	057c,	0718,	0718,	071a,	071c,	0000,	0651,	00b8,	0050,	0048,	0118,	043c,	00d8,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0f90,,
	0003,	0003,	0002,	0ce2,	0ce2,	0ce2,	0ce2,	018a,	057c,	071c,	071e,	071c,	0722,	0000,	0659,	00b8,	0054,	0048,	0118,	04d4,	0008,	0000,	0ffe,	0004,	0709,	0708,	09a0,	0000,	0f94,,
	0003,	0002,	0002,	0ce6,	0ce6,	0ce6,	0ce6,	0222,	057c,	0722,	0720,	0726,	0726,	0000,	065d,	00c0,	0050,	0048,	0118,	0580,	0008,	0004,	0ffe,	0004,	0709,	0708,	09a0,	0000,	0f94,,
	0002,	0002,	0003,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0726,	072c,	072a,	072a,	0000,	0661,	00d8,	0050,	0048,	011c,	062c,	0000,	0000,	0000,	0004,	0709,	0708,	09a0,	0490,	0f94,,
	0002,	0002,	0002,	0ce6,	0ce6,	0ce6,	0ce6,	0222,	057c,	0728,	072a,	0730,	0730,	0000,	0669,	00d0,	0050,	0044,	011c,	06dc,	0170,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0f94,,
	0002,	0002,	0002,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	0730,	0732,	0734,	0734,	0000,	066d,	00e8,	004c,	0044,	011c,	0794,	0148,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0f94,,
	0002,	0001,	0001,	0ce6,	0ce6,	0ce6,	0ce6,	0222,	057c,	0734,	0734,	073c,	073a,	0000,	0675,	00f8,	0048,	0044,	0120,	0060,	0118,	0004,	0ffe,	0004,	0709,	0708,	09a0,	0000,	0f94,,
	0001,	0002,	0002,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	073c,	073c,	073c,	073c,	0000,	0679,	0110,	0048,	0040,	0120,	0124,	00d8,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0f98,,
	0002,	0001,	0001,	0ce6,	0ce6,	0ce6,	0ce6,	021e,	057c,	073c,	073a,	073c,	073c,	0000,	0679,	0118,	0044,	003c,	0120,	01f0,	0130,	0004,	0000,	0004,	0709,	0708,	09a0,	0000,	0f98,,
	0000,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	073c,	073c,	073c,	073a,	0000,	0679,	0120,	0048,	0040,	0124,	02cc,	0178,	0000,	0000,	0004,	0709,	0708,	09a0,	0000,	0f98,,
	0fff,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	0222,	057c,	073a,	073c,	073c,	073c,	0000,	067d,	0128,	0044,	003c,	0124,	03a0,	0020,	0004,	0ffe,	0004,	0709,	0708,	09a0,	0000,	0f98,,
	0fff,	0fff,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	073c,	073e,	073c,	0738,	0000,	067d,	0138,	0040,	003c,	0128,	0474,	00a8,	0004,	0000,	0004,	0709,	0708,	09a0,	0490,	0f98,,
	0fff,	0ffe,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	021e,	057c,	0736,	0736,	073e,	0738,	0000,	067d,	0138,	0040,	0038,	0128,	055c,	0140,	0000,	0000,	0004,	0709,	0708,	09a0,	0d76,	0f98,,
	0ffe,	0ffe,	0fff,	0ce6,	0ce6,	0ce6,	0ce6,	018a,	057c,	073a,	073a,	0740,	0740,	0000,	0685,	0148,	0040,	0034,	012c,	0634,	0160,	0000,	0ffe,	0004,	0709,	0728,	09a0,	0c00,	0f98,,
	0ffe,	0000,	0000,	0ce6,	0ce6,	0ce6,	0cea,	0222,	057c,	0740,	073e,	0742,	0742,	0000,	0689,	0160,	003c,	0034,	012c,	0710,	0160,	0004,	0000,	0004,	0729,	0730,	09a0,	0000,	0f98,,
	0fff,	0ffe,	0ffe,	0cea,	0cea,	0cea,	0cea,	018a,	057c,	0742,	0740,	0740,	0746,	0000,	0691,	0168,	003c,	0030,	012c,	07f4,	00c0,	0004,	0ffe,	0004,	0731,	0730,	09a0,	0490,	0f98,,
	0ffd,	0ffe,	0ffd,	0cea,	0cea,	0cea,	0cea,	021e,	057c,	074a,	0744,	073c,	0740,	0000,	0689,	0180,	003c,	0030,	0130,	00cc,	0148,	0004,	0ffe,	0004,	0731,	0730,	09a0,	0409,	0f98,,
	0ffd,	0ffe,	0ffe,	0cea,	0cea,	0cea,	0cea,	018a,	057c,	0742,	0742,	0744,	0740,	0000,	068d,	0180,	0038,	002c,	0130,	01ac,	0158,	0004,	0ffe,	0004,	0731,	0730,	09a0,	0000,	0f98,,
	0ffe,	0ffd,	0ffe,	0cea,	0cea,	0cea,	0cea,	0222,	057c,	0740,	0742,	0742,	0742,	0000,	0691,	0188,	0038,	0030,	0134,	027c,	0108,	0000,	0000,	0004,	0731,	0730,	09a0,	0000,	0f98,,
	0ffd,	0ffe,	0ffd,	0cee,	0cee,	0cee,	0cee,	018a,	057c,	0742,	073e,	073e,	0740,	0000,	0691,	0188,	0034,	002c,	0134,	035c,	0150,	0004,	0ffe,	0004,	0731,	0730,	09a0,	0490,	0f98,,
