41,425,489,35,163,291,419,125,124,44,172,300,428,316,432,244,73,75,46,47,363,444,445,446,236,364,248,456,208,256,257
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,	0bf7,	01de
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0bf7,	01e2
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0bf7,	01e6
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0d6c,	0046,	0bf7,	01ea
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0bf7,	01ee
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0bf7,	01f2
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0000,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0bf7,	01f6
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	041a,	0046,	0bf7,	01fa
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,	0001,	01c2
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01c6
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01ca
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01ce
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01d2
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01d6
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01da
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	001e,	0046,	0001,	01de
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,	0001,	01e2
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01e6
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01ea
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	03fb,	0046,	0001,	01ee
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01f2
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01f6
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0001,	01fa
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0000,	0000,	0004,	04a9,	04a8,	09a0,	0774,	0046,	0003,	01c2
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,	0003,	01c6
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0003,	01ca
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0003,	01ce
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0e40,	0046,	0003,	01d2
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0003,	01d6
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0003,	01da
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0003,	01de
	0fff,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0e40,	0046,	0003,	01e2
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,	0003,	01e6
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0003,	01ea
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,	0003,	01ee
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0d6c,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	041a,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	001e,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	03fb,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0000,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff0,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0774,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0e40,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0fff,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0e40,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0c00,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0fff,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0c03,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0fff,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0ff8,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
	0000,	0000,	0000,	0eae,	0eae,	0eae,	0eae,	0003,	0ffc,	0168,	0168,	0168,	0168,	0000,	0258,	0638,	0984,	0fb8,	0ff0,	099c,	0000,	0004,	0000,	0004,	04a9,	04a8,	09a0,	0000,	0046,,
