俯仰/度,滚转/度,滚转/度.1,航向/度,航向/度.1,航向/度.2,航向/度.3,无线电高度高位/FT,无线电高度低位/FT,计算空速/KT,计算空速/KT.1,计算空速/KT.2,计算空速/KT.3,垂直速度/KT,马赫数,风速/KT,左攻角/DEG,右攻角/DEG,气压高度高位/FT,气压高度低位/FT,时,分,秒,推力扭矩,襟翼手柄位置/度,左襟翼/度,右襟翼/度,目标空速/KT,选择空速/KT,VOR频率/MHZ,燃油量/LBS,排气温度/DEG C
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,38,17,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,38,19,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,2630,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,38,21,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,38,23,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,38,25,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,38,27,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,38,29,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,1,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,3,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,127.9375,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,5,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,70,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,7,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,7680,4.25
127.9375,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,9,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,11,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,13,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,2540,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,15,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,17,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,19,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,21,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,4770,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,23,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,25,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,27,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,39,29,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,9120,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,1,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,3,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,5,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,7,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,9120,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,9,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,7680,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,11,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,13,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,15,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,17,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,19,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,21,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,23,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,25,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,7680,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,27,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,40,29,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,1,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,3,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,5,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,7,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,9,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,127.9375,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,11,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,7680,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,13,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,127.9375,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,15,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,17,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,19,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,21,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,23,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,25,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,27,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,7680,4.25
0.0,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,41,29,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,1,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,3,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,5,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,7,63.75,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,9,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,11,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,13,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,7680,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,15,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,17,0.0,0.0,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,19,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,8590,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,21,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,23,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,25,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,27,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,2630,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,42,29,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,7680,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,43,1,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,43,3,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,5,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,43,7,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,618,23,43,9,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,11,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,13,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,70,4.25
0.0,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,15,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,7680,4.25
0.0,127.9375,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,17,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,19,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,21,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,2540,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,23,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,25,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,27,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,43,29,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,4770,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,1,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,3,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,5,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,7,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,9120,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,9,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,7680,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,11,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,13,63.75,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,15,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,9120,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,17,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,19,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,21,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,23,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,25,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,127.9375,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,27,63.75,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,44,29,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,45,1,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,45,3,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,45,5,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,127.9375,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,45,7,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,45,9,0.0,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,45,11,63.875,0.0,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,45,13,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
127.9375,0.0,0.0,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,45,15,63.75,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
0.0,0.0,127.9375,330.1171875,330.1171875,330.1171875,330.1171875,2048,2046,45.0,45.0,45.0,45.0,0,0.15,99.5,107.05078125,176.8359375,130560,617,23,45,17,63.875,0.3515625,0.0,0.703125,149.0,149.0,61.6,0,4.25
